"Source Line","Source","CPU_CLK_UNHALTED.THREAD_ANY","CPU_CLK_UNHALTED.REF_TSC","CYCLE_ACTIVITY.STALLS_L1D_PENDING","CYCLE_ACTIVITY.CYCLES_NO_EXECUTE","CYCLE_ACTIVITY.STALLS_L2_PENDING","CYCLE_ACTIVITY.STALLS_LDM_PENDING","CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","MEM_LOAD_UOPS_RETIRED.L1_MISS","MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","MEM_LOAD_UOPS_RETIRED.L2_MISS","MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","MEM_LOAD_UOPS_RETIRED.L3_HIT","MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","MEM_LOAD_UOPS_RETIRED.L3_MISS","MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","MEM_UOPS_RETIRED.ALL_LOADS_PS","MEM_UOPS_RETIRED.ALL_STORES","MEM_UOPS_RETIRED.ALL_STORES_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","Total_Latency_MEM_UOPS_RETIRED.ALL_LOADS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","Total_Latency_MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","CPU_CLK_UNHALTED.THREAD_ANY","CPU_CLK_UNHALTED.REF_TSC","CYCLE_ACTIVITY.STALLS_L1D_PENDING","CYCLE_ACTIVITY.CYCLES_NO_EXECUTE","CYCLE_ACTIVITY.STALLS_L2_PENDING","CYCLE_ACTIVITY.STALLS_LDM_PENDING","CPU_CLK_THREAD_UNHALTED.REF_XCLK_ANY","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","MEM_LOAD_UOPS_RETIRED.L1_MISS","MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","MEM_LOAD_UOPS_RETIRED.L2_MISS","MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","MEM_LOAD_UOPS_RETIRED.L3_HIT","MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","MEM_LOAD_UOPS_RETIRED.L3_MISS","MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","MEM_UOPS_RETIRED.ALL_LOADS_PS","MEM_UOPS_RETIRED.ALL_STORES","MEM_UOPS_RETIRED.ALL_STORES_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","Total_Latency_MEM_UOPS_RETIRED.ALL_LOADS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","Total_Latency_MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","Total_Latency_MEM_LOAD_UOPS_RETIRED.L1_MISS_PS"
"301","     tmpFlop=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"302","     tmpMem=0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"304","!$OMP END MASTER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"306","    ENDIF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"308","!$OMP DO PRIVATE(upwind,downwind,donor,dif,sigma,width,limiter,vdiffuw,vdiffdw,auw,adw,wind) REDUCTION (+:limiter_count)","6000009","0","10000015","0","0","0","0","500015","0","0","0","0","0","0","0","0","0","0","0","0","2000030","0","0","0","0","0","0","3500105","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0"
"309","    DO l=z_min,z_max+1","4000006","6000009","0","10000015","10000015","0","0","0","10000015","0","0","0","0","0","0","0","0","0","0","0","0","70000105","0","0","0","0","0","0","0","2","3","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"310","      DO k=y_min,y_max+1","34000051","38000057","0","10000015","0","0","0","0","20000030","0","0","0","0","250105","0","250015","0","0","10000030","0","0","5510008265","65000195","0","1500090","1750735","0","0","0","17","19","0","1","0","0","0","0","2","0","0","0","0","1","0","1","0","0","2","0","0","2","2","0","1","1","0","0","0"
"311","        DO j=x_min-1,x_max+1","1864002796","1946002919","160000240","640000960","300000450","330000495","90000135","0","13550020325","1000030","1000030","1000030","1000420","250105","250105","250015","1000030","0","12970038910","10000015","2000030","111000166500","112565337695","0","1750105","1750735","15500465","0","0","932","973","16","64","30","33","9","0","1355","2","2","2","4","1","1","1","2","0","2594","1","2","1355","2594","0","1","1","2","0","0"
"312","          IF(node_flux(j,k,l).LT.0.0)THEN","6838010257","6200009300","2980004470","3710005565","2920004380","3320004980","190000285","3000090","210000315","2500075","2500075","29000870","1000420","8753675","0","3750225","500015","7000420","135000405","40000060","1000015","10240015360","3000009000","172760365","32501950","67528350","217506525","171005130","0","3419","3100","298","371","292","332","19","6","21","5","5","58","4","35","0","15","1","28","27","4","1","21","27","27","15","35","58","6","0"
"313","            upwind=j+2","366000549","316000474","10000015","10000015","30000045","60000090","10000015","0","0","0","0","0","0","0","0","0","0","0","0","40000060","0","0","0","0","0","0","0","0","0","183","158","1","1","3","6","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"314","            donor=j+1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"315","            downwind=j","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"316","            dif=donor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"317","          ELSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"318","            upwind=j-1","174000261","136000204","0","10000015","10000015","10000015","0","0","0","500015","500015","0","0","0","0","0","0","0","0","10000015","0","0","0","0","0","0","0","0","0","87","68","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"319","            donor=j","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"320","            downwind=j+1","22000033","18000027","20000030","20000030","0","10000015","0","0","0","0","0","0","0","0","250105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","9","2","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"321","            dif=upwind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"322","          ENDIF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"323","          sigma=ABS(node_flux(j,k,l))/(node_mass_pre(donor,k,l))","2544003816","2502003753","970001455","1520002280","1070001605","1240001860","90000135","3000090","420000630","1000030","1500045","17500525","0","10254305","0","2750165","0","5500330","415001245","70000105","0","5970008955","3200009600","118507110","30001800","95540110","295508865","21000630","4000120","1272","1251","97","152","107","124","9","6","42","2","3","35","0","41","0","11","0","22","83","7","0","42","83","22","11","41","35","6","1"
"324","          width=celldx(j)","4342006513","3914005871","2640003960","3120004680","2940004410","3040004560","130000195","0","100000150","2500075","2000060","0","750315","0","0","0","500015","0","20000060","90000135","0","700001050","135000405","0","0","0","0","0","0","2171","1957","264","312","294","304","13","0","10","5","4","0","3","0","0","0","1","0","4","9","0","10","4","0","0","0","0","0","0"
"325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"326","          !----------- velocity difference, upwind and downwind -------------------------------------------------------------------","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"328","          vdiffuw=vel1(donor,k,l)-vel1(upwind,k,l)","802001203","742001113","30000045","270000405","50000075","120000180","10000015","1000030","850001275","0","0","3000090","250105","1000420","0","0","0","500030","855002565","0","0","15110022665","6665019995","5250315","0","7002940","24000720","7000210","0","401","371","3","27","5","12","1","2","85","0","0","6","1","4","0","0","0","2","171","0","0","85","171","2","0","4","6","2","0"
"329","          vdiffdw=vel1(downwind,k,l)-vel1(donor,k,l)","924001386","872001308","20000030","130000195","20000030","40000060","0","2000060","140000210","1000030","1000030","11000330","250105","1000420","250105","0","0","1500090","215000645","10000015","0","7540011310","4830014490","13250795","0","7002940","78002340","269508085","0","462","436","2","13","2","4","0","4","14","2","2","22","1","4","1","0","0","6","43","1","0","14","43","6","0","4","22","4","0"
"330","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"331","          !------------ start limiter calculation --------------------------------------------------------------------------------","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"332","          limiter=0.0","1614002421","1538002307","320000480","650000975","420000630","610000915","20000030","0","0","1000030","1000030","0","0","0","0","0","0","0","0","20000030","0","0","0","0","0","0","0","0","0","807","769","32","65","42","61","2","0","0","2","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"333","          IF(vdiffuw*vdiffdw.GT.0.0)THEN","2918004377","2938004407","760001140","1210001815","690001035","1240001860","60000090","0","0","1000030","1000030","0","1500630","0","0","0","0","0","0","10000015","0","0","0","0","0","0","0","0","0","1459","1469","76","121","69","124","6","0","0","2","2","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"334","            ! Sid - absolute value of the velocity difference, upwind and downwind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"335","            auw=ABS(vdiffuw)","572000858","520000780","0","230000345","20000030","130000195","20000030","0","40000060","500015","500015","0","0","0","0","0","0","0","75000225","20000030","0","340000510","575001725","0","0","0","0","0","0","286","260","0","23","2","13","2","0","4","1","1","0","0","0","0","0","0","0","15","2","0","4","15","0","0","0","0","0","0"
"336","            adw=ABS(vdiffdw)","904001356","810001215","0","310000465","40000060","70000105","10000015","0","30000045","1000030","1000030","0","0","0","0","0","0","0","40000120","70000105","0","210000315","290000870","0","0","0","0","0","0","452","405","0","31","4","7","1","0","3","2","2","0","0","0","0","0","0","0","8","7","0","3","8","0","0","0","0","0","0"
"337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"338","            ! Sid - set wind = 1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"339","            wind=1.0_8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340","            IF(vdiffdw.LE.0.0) wind=-1.0_8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"341","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"342","            !Sid - Wind is now set            ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"343","            !sigma is the flux/pre mass, tmp1= 2/sigma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"344","            !Sid - absolute value of downwind divided by width","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"345","            !Sid - Sigma + 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"346","            !Sid - absolute value of upwind/celldx           ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"347","            limiter=wind*MIN(width*((2.0_8-sigma)*adw/width+(1.0_8+sigma)*auw/celldx(dif))/6.0_8,auw,adw)","29550044325","28280042420","260000390","5390008085","1110001665","3230004845","880001320","0","11820017730","35501065","35501065","500015","9253885","1000420","1750735","0","9500285","250015","12195036585","970001455","0","85540128310","116675350025","0","0","5252205","0","0","0","14775","14140","26","539","111","323","88","0","1182","71","71","1","37","4","7","0","19","1","2439","97","0","1182","2439","0","0","3","0","0","0"
"348","            limiter_count=limiter_count+1","6588009882","6280009420","130000195","1390002085","250000375","950001425","280000420","0","0","15000450","15000450","0","1250525","0","1750735","0","0","0","0","580000870","0","0","0","0","0","0","0","0","0","3294","3140","13","139","25","95","28","0","0","30","30","0","5","0","7","0","0","0","0","58","0","0","0","0","0","0","0","0","0"
"349","          ENDIF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"350","          advec_vel_s=vel1(donor,k,l)+(1.0-sigma)*limiter","9904014856","9494014241","160000240","2060003090","520000780","1560002340","370000555","0","0","24000720","24000720","0","4501890","0","3501470","250015","0","0","0","270000405","11000165","0","0","0","3500210","0","0","0","0","4952","4747","16","206","52","156","37","0","0","48","48","0","18","0","14","1","0","0","0","27","11","0","0","0","1","0","0","0","0"
"351","          mom_flux(j,k,l)=advec_vel_s*node_flux(j,k,l)","13664020496","12986019479","190000285","3820005730","630000945","2240003360","440000660","0","0","4500135","4500135","0","2250945","0","0","250015","0","0","0","70000105","2158032370","0","0","0","0","0","0","0","0","6832","6493","19","382","63","224","44","0","0","9","9","0","9","0","0","1","0","0","0","7","2158","0","0","0","0","0","0","0","0"
